TransactionID,OrderDate,DeliveryDate,CustomerName,ProductID,Category,Region,Quantity,UnitPrice,DiscountPct,TaxRate,PaymentMethod,OrderStatus,ShippingCity,ShippingCost,IsReturned,ReturnReason,FeedbackScore,LoyaltyPoints,PromoCode,SourceChannel,DeviceType,SessionDurationMin,WarehouseID,SalesRep,TotalAmount
112,2025-02-11 11:13:29,2025-05-16 00:00:28,Pia,492,Sports,Visayas,18,494.35,0.02,0.12,Credit Card,Completed,Quezon City,10.66,No,Changed Mind,2,489,FLASH50,Social Media,Mobile,37.0,WH-03,Team B,9766.77
121,2025-02-12 08:32:46,2025-03-10 22:34:37,Mark,132,Apparel,Visayas,8,123.28,0.21,0.12,E-Wallet,Completed,Davao,23.33,No,Changed Mind,4,83,FLASH50,Social Media,Mobile,6.1,WH-03,Team C,872.63
126,2025-02-22 11:37:49,2025-10-26 23:17:56,Pia,539,Beauty,Visayas,15,359.89,0.12,0.12,Credit Card,Cancelled,Quezon City,5.76,No,Changed Mind,5,182,FLASH50,Organic,Tablet,32.1,WH-03,Team A,5320.61
186,2025-02-24 13:03:58,2025-04-26 12:16:08,Risa,770,Beauty,NCR,5,498.99,0.18,0.12,Bank Transfer,Pending,Manila,31.52,No,Wrong Item,1,438,SUMMER20,Direct,Desktop,39.7,WH-02,Team A,2291.36
187,2025-02-15 15:50:11,2025-03-09 17:10:06,Francis,640,Electronics,Visayas,17,442.92,0.19,0.12,E-Wallet,Completed,Cebu,41.07,No,,5,181,FLASH50,Social Media,Mobile,13.4,WH-02,Team B,6830.89
278,2025-02-14 13:56:36,2025-10-22 04:47:17,Pia,723,Home,Visayas,11,427.07,0.14,0.12,Bank Transfer,Completed,Cebu,7.21,No,Changed Mind,1,127,FLASH50,Social Media,Tablet,23.0,WH-03,Team C,4524.89
287,2025-02-02 03:51:38,2026-02-15 10:48:21,Bong,941,Home,Mindanao,2,248.08,0.06,0.12,E-Wallet,Refunded,Davao,11.75,No,Wrong Item,3,224,FLASH50,Social Media,Desktop,13.7,WH-03,Team C,522.36
291,2025-02-07 13:09:31,2025-05-25 08:56:34,Imee,654,Apparel,Luzon,16,223.69,0.23,0.12,Cash,Pending,Davao,47.72,No,Defective,3,226,NONE,Paid Search,Tablet,26.0,WH-02,Team C,3086.56
297,2025-02-08 09:51:16,2026-01-28 14:56:29,Robinhood,404,Beauty,Mindanao,14,381.41,0.01,0.12,Cash,Cancelled,Quezon City,36.14,No,,5,119,NONE,Paid Search,Mobile,24.1,WH-02,Team C,5920.7
300,2025-02-11 04:49:43,2025-07-26 10:21:48,Loren,592,Home,Luzon,3,331.01,0.19,0.12,Bank Transfer,Completed,Manila,12.23,No,,1,267,SUMMER20,Paid Search,Mobile,29.0,WH-02,Team C,900.88
302,2025-02-20 09:20:16,2026-01-13 11:22:09,Jinggoy,729,Electronics,Mindanao,10,350.77,0.27,0.12,Bank Transfer,Completed,Makati,31.13,No,,5,302,SUMMER20,Social Media,Tablet,28.2,WH-02,Team A,2867.9
313,2025-02-13 06:57:02,2025-05-26 06:15:35,Pia,427,Sports,Luzon,16,251.87,0.21,0.12,Credit Card,Completed,Cebu,48.23,No,Wrong Item,1,367,FLASH50,Direct,Tablet,22.7,WH-01,Team A,3565.67
324,2025-02-26 16:06:49,2026-01-16 03:44:19,Jinggoy,750,Beauty,NCR,18,207.46,0.2,0.12,Credit Card,Completed,Cebu,28.02,No,,2,371,WELCOME10,Social Media,Desktop,32.7,WH-03,Team C,3345.91
330,2025-02-12 00:55:48,2025-05-10 08:16:05,Pia,148,Electronics,Mindanao,17,132.36,0.06,0.12,Bank Transfer,Completed,Manila,21.32,No,Changed Mind,4,163,WELCOME10,Organic,Tablet,18.9,WH-02,Team B,2368.93
344,2025-02-09 14:12:02,2025-07-23 20:31:06,Loren,830,Home,Mindanao,8,80.32,0.13,0.12,E-Wallet,Refunded,Manila,33.78,No,Changed Mind,5,77,NONE,Paid Search,Tablet,18.0,WH-03,Team A,626.11
347,2025-02-16 21:43:42,2025-01-21 00:01:24,Mark,421,Beauty,Luzon,7,289.8,0.1,0.12,Bank Transfer,Refunded,Makati,19.39,No,Wrong Item,4,97,WELCOME10,Organic,Mobile,21.5,WH-03,Team C,2044.83
360,2025-02-16 20:52:56,2025-09-14 22:25:03,Risa,199,Electronics,NCR,11,40.56,0.28,0.12,E-Wallet,Completed,Manila,28.97,No,Defective,5,321,SUMMER20,Direct,Desktop,30.1,WH-02,Team B,359.78
386,2025-02-05 20:05:33,2025-06-16 07:03:47,Jinggoy,373,Electronics,Luzon,12,238.8,0.06,0.12,E-Wallet,Completed,Cebu,31.3,No,,1,76,SUMMER20,Direct,Mobile,20.5,WH-03,Team A,3016.9
387,2025-02-28 18:47:50,2025-03-15 20:57:26,Grace,953,Sports,Mindanao,7,55.2,0.17,0.12,Cash,Cancelled,Cebu,12.33,No,,3,312,WELCOME10,Direct,Tablet,34.1,WH-02,Team C,359.2
398,2025-02-19 13:16:53,2025-04-12 23:36:46,Pia,825,Sports,NCR,9,242.3,0.2,0.12,E-Wallet,Completed,Quezon City,22.07,No,Wrong Item,5,350,SUMMER20,Paid Search,Tablet,19.9,WH-03,Team A,1953.91
414,2025-02-20 12:01:17,2025-03-10 15:39:04,Grace,975,Sports,Mindanao,14,200.53,0.22,0.12,Credit Card,Completed,Makati,38.83,No,Wrong Item,3,265,NONE,Social Media,Mobile,24.2,WH-02,Team C,2452.56
428,2025-02-09 02:53:09,2026-01-07 22:10:21,Bong,194,Sports,NCR,5,333.8,0.22,0.12,E-Wallet,Completed,Makati,33.35,No,Defective,1,345,NONE,Direct,Tablet,15.0,WH-03,Team A,1458.04
433,2025-02-17 15:20:46,2026-02-14 08:09:32,Sherwin,419,Apparel,Luzon,12,67.4,0.26,0.12,Bank Transfer,Completed,Makati,38.52,No,,5,205,SUMMER20,Direct,Tablet,32.4,WH-01,Team A,670.33
469,2025-02-08 19:28:54,2025-03-11 13:12:59,Jinggoy,662,Apparel,Visayas,5,235.58,0.23,0.12,E-Wallet,Refunded,Quezon City,11.06,No,Wrong Item,5,364,WELCOME10,Direct,Tablet,33.4,WH-02,Team A,1015.82
470,2025-02-02 16:19:28,2025-09-01 19:59:57,Mark,973,Sports,Visayas,13,325.32,0.26,0.12,Cash,Completed,Quezon City,33.53,No,Changed Mind,3,332,FLASH50,Direct,Desktop,33.8,WH-03,Team A,3505.13
484,2025-02-14 18:02:04,2025-11-17 06:59:53,Raffy,768,Apparel,NCR,7,68.08,0.3,0.12,Bank Transfer,Cancelled,Makati,28.77,No,Defective,4,102,WELCOME10,Paid Search,Tablet,32.2,WH-01,Team A,373.62
491,2025-02-08 20:18:47,2025-08-04 13:05:36,Loren,117,Beauty,Luzon,8,478.77,0.23,0.12,Bank Transfer,Cancelled,Davao,5.82,No,Wrong Item,1,388,FLASH50,Organic,Tablet,3.7,WH-03,Team C,3303.13
514,2025-02-02 18:44:26,2025-11-30 17:40:29,Imee,102,Beauty,Visayas,13,348.53,0.12,0.12,Credit Card,Completed,Davao,5.52,No,Defective,5,85,FLASH50,Direct,Mobile,11.0,WH-02,Team A,4465.65
525,2025-02-18 08:53:28,2026-02-28 12:41:06,Mark,585,Apparel,Luzon,18,83.99,0.13,0.12,Bank Transfer,Completed,Manila,32.38,No,Defective,1,371,WELCOME10,Organic,Tablet,7.1,WH-01,Team C,1473.12
537,2025-02-23 21:36:38,2025-09-27 08:21:18,Risa,234,Electronics,Luzon,15,42.52,0.04,0.12,E-Wallet,Cancelled,Manila,10.68,No,Wrong Item,4,130,NONE,Direct,Desktop,1.8,WH-03,Team C,685.76
546,2025-02-25 00:25:45,2025-05-01 19:39:45,Bong,453,Apparel,NCR,15,375.25,0.2,0.12,Credit Card,Completed,Quezon City,18.52,No,,3,352,FLASH50,Organic,Mobile,19.3,WH-01,Team B,5043.36
565,2025-02-08 01:10:27,2025-10-14 03:01:41,Robinhood,124,Sports,NCR,16,493.08,0.06,0.12,Credit Card,Completed,Manila,33.99,No,,2,325,SUMMER20,Direct,Desktop,21.5,WH-02,Team A,8305.83
570,2025-02-16 02:34:20,2025-05-09 20:02:41,Mark,304,Apparel,Visayas,8,66.8,0.23,0.12,Credit Card,Pending,Makati,36.0,No,,3,245,WELCOME10,Organic,Desktop,10.4,WH-03,Team A,460.87
573,2025-02-17 23:53:47,2025-10-13 07:01:59,Jinggoy,520,Sports,NCR,7,140.57,0.2,0.12,Cash,Completed,Makati,12.71,No,Wrong Item,4,168,SUMMER20,Organic,Desktop,34.3,WH-02,Team B,881.66
591,2025-02-09 05:23:34,2025-10-08 07:36:07,Jinggoy,995,Apparel,Visayas,5,118.15,0.24,0.12,Credit Card,Refunded,Manila,21.79,No,,2,21,NONE,Paid Search,Tablet,36.5,WH-01,Team C,502.85
593,2025-02-24 00:31:08,2025-08-06 19:40:17,Robinhood,176,Sports,NCR,10,123.0,0.12,0.12,Credit Card,Completed,Manila,47.42,No,Wrong Item,2,103,WELCOME10,Paid Search,Tablet,17.4,WH-02,Team B,1212.29
684,2025-02-21 13:12:58,2025-10-31 14:59:19,Bong,799,Sports,Visayas,9,271.81,0.28,0.12,Bank Transfer,Cancelled,Manila,48.62,No,Wrong Item,2,252,WELCOME10,Paid Search,Tablet,30.5,WH-01,Team B,1972.69
705,2025-02-25 09:00:54,2025-04-01 17:42:53,Risa,450,Home,Mindanao,13,21.0,0.07,0.12,Credit Card,Cancelled,Davao,22.51,No,Defective,5,461,WELCOME10,Paid Search,Desktop,17.4,WH-02,Team C,284.36
706,2025-02-18 18:33:57,2025-01-29 18:12:08,Mark,339,Home,Luzon,13,83.38,0.26,0.12,Cash,Cancelled,Makati,45.64,No,Changed Mind,1,256,NONE,Social Media,Tablet,5.0,WH-01,Team B,898.37
720,2025-02-10 09:22:07,2025-12-11 10:23:57,Bong,156,Home,Luzon,11,197.73,0.14,0.12,Bank Transfer,Cancelled,Quezon City,35.49,No,Defective,4,144,FLASH50,Organic,Desktop,12.9,WH-02,Team B,2094.99
737,2025-02-25 18:02:46,2025-07-11 17:52:44,Pia,640,Beauty,NCR,9,242.23,0.13,0.12,Cash,Completed,Davao,33.71,No,Wrong Item,1,251,SUMMER20,Direct,Mobile,9.8,WH-01,Team C,2124.26
745,2025-02-28 11:51:30,2025-06-03 01:14:08,Jinggoy,505,Apparel,Mindanao,10,232.22,0.13,0.12,Cash,Completed,Cebu,20.45,No,Changed Mind,2,180,WELCOME10,Organic,Desktop,43.7,WH-03,Team A,2262.75
753,2025-02-16 20:20:03,2025-05-30 14:12:43,Loren,591,Apparel,Visayas,9,410.99,0.23,0.12,E-Wallet,Completed,Davao,44.01,No,Changed Mind,1,169,SUMMER20,Organic,Mobile,20.6,WH-03,Team C,3189.94
754,2025-02-05 00:34:17,2025-03-27 16:18:15,Jinggoy,698,Electronics,Mindanao,4,248.95,0.18,0.12,E-Wallet,Completed,Davao,23.14,Yes,,1,393,FLASH50,Paid Search,Tablet,43.1,WH-01,Team B,914.54
767,2025-02-07 16:54:54,2025-01-23 06:28:46,Jinggoy,837,Beauty,Mindanao,19,80.94,0.01,0.12,Cash,Cancelled,Manila,18.52,No,Defective,4,275,WELCOME10,Paid Search,Tablet,16.6,WH-02,Team B,1705.18
810,2025-02-14 14:32:40,2025-12-19 18:07:45,Grace,500,Home,Visayas,14,73.56,0.19,0.12,E-Wallet,Completed,Quezon City,30.11,No,Changed Mind,3,29,NONE,Paid Search,Tablet,37.1,WH-02,Team A,934.27
812,2025-02-08 20:11:05,2025-02-21 04:24:07,Sherwin,417,Apparel,NCR,11,304.78,0.06,0.12,Cash,Completed,Davao,34.68,No,,2,312,NONE,Social Media,Desktop,34.9,WH-02,Team B,3529.6
813,2025-02-11 13:07:52,2026-02-19 14:36:09,Jinggoy,100,Home,Luzon,3,319.75,0.02,0.12,Credit Card,Completed,Davao,44.99,No,Wrong Item,3,484,FLASH50,Direct,Tablet,39.1,WH-01,Team C,1052.87
844,2025-02-15 12:42:43,2025-12-19 04:58:56,Mark,905,Home,NCR,14,45.98,0.24,0.12,Cash,Pending,Manila,47.68,Yes,Changed Mind,4,422,WELCOME10,Social Media,Tablet,20.8,WH-01,Team B,547.93
859,2025-02-26 03:02:01,2025-12-09 07:49:51,Grace,226,Sports,Visayas,8,94.78,0.17,0.12,Bank Transfer,Refunded,Makati,39.64,No,Defective,5,146,NONE,Paid Search,Tablet,11.2,WH-01,Team B,704.86
894,2025-02-19 22:56:03,2025-10-04 14:05:16,Raffy,300,Electronics,Luzon,12,271.44,0.11,0.12,Credit Card,Completed,Makati,26.71,No,Wrong Item,2,253,WELCOME10,Social Media,Tablet,40.2,WH-03,Team C,3246.86
897,2025-02-28 00:58:01,2025-03-18 23:59:45,Pia,612,Electronics,Visayas,8,318.59,0.07,0.12,Cash,Pending,Cebu,13.06,No,Wrong Item,5,497,FLASH50,Paid Search,Mobile,16.6,WH-03,Team B,2654.75
914,2025-02-13 08:24:42,2025-08-11 06:02:01,Grace,880,Home,NCR,11,481.49,0.0,0.12,Cash,Completed,Cebu,6.86,No,Defective,1,121,SUMMER20,Paid Search,Desktop,26.6,WH-03,Team B,5931.96
930,2025-02-24 00:15:32,2026-01-22 19:07:21,Francis,252,Sports,Visayas,1,155.62,0.07,0.12,Bank Transfer,Pending,Davao,13.69,No,Changed Mind,4,417,FLASH50,Social Media,Tablet,5.5,WH-01,Team B,162.09
945,2025-02-07 04:07:49,2025-04-13 01:25:09,Pia,889,Beauty,Mindanao,3,24.32,0.09,0.12,Bank Transfer,Completed,Manila,32.28,No,Wrong Item,4,298,FLASH50,Social Media,Desktop,39.4,WH-02,Team A,74.36
955,2025-02-24 03:55:30,2026-01-03 20:46:10,Grace,997,Sports,Mindanao,14,345.72,0.17,0.12,Bank Transfer,Refunded,Quezon City,34.0,No,Wrong Item,5,97,SUMMER20,Social Media,Desktop,19.0,WH-03,Team B,4499.34
956,2025-02-11 02:07:33,2025-10-03 07:22:07,Jinggoy,620,Electronics,NCR,14,103.86,0.19,0.12,E-Wallet,Refunded,Cebu,37.72,No,Defective,3,175,WELCOME10,Social Media,Desktop,40.5,WH-01,Team B,1319.11
960,2025-02-11 14:50:25,2025-03-12 16:43:15,Mark,825,Apparel,Visayas,9,13.26,0.27,0.12,Cash,Completed,Manila,35.57,Yes,,2,429,WELCOME10,Direct,Desktop,3.2,WH-02,Team A,97.57
964,2025-02-08 21:51:58,2025-12-30 12:50:26,Imee,785,Apparel,Mindanao,9,243.21,0.1,0.12,E-Wallet,Completed,Makati,13.5,No,,4,311,WELCOME10,Direct,Mobile,44.6,WH-03,Team C,2206.4
975,2025-02-11 00:35:44,2025-09-18 01:39:23,Jinggoy,328,Electronics,Mindanao,10,481.01,0.05,0.12,Bank Transfer,Completed,Cebu,46.81,No,Changed Mind,1,176,WELCOME10,Organic,Mobile,21.7,WH-02,Team B,5117.95
987,2025-02-20 13:22:12,2025-05-16 05:22:25,Bong,442,Beauty,Luzon,11,422.25,0.03,0.12,Cash,Completed,Manila,47.21,No,Changed Mind,4,496,FLASH50,Direct,Desktop,9.3,WH-01,Team A,5046.06
1012,2025-02-15 04:19:43,2025-04-14 08:16:37,Imee,216,Electronics,Mindanao,10,274.71,0.09,0.12,Credit Card,Completed,Manila,40.77,No,Changed Mind,5,72,WELCOME10,Direct,Mobile,37.5,WH-02,Team C,2799.84
1046,2025-02-02 02:00:21,2025-01-09 22:34:44,Sherwin,439,Home,Luzon,16,166.94,0.19,0.12,E-Wallet,Completed,Quezon City,29.92,No,Changed Mind,5,349,WELCOME10,Direct,Desktop,20.3,WH-02,Team B,2423.17
1048,2025-02-14 14:57:12,2025-11-24 05:56:20,Sherwin,628,Sports,NCR,12,226.68,0.23,0.12,Cash,Refunded,Manila,15.94,No,Changed Mind,5,393,NONE,Paid Search,Tablet,33.0,WH-02,Team B,2345.87
1059,2025-02-17 13:51:57,2026-01-30 20:09:28,Sherwin,919,Beauty,NCR,3,213.66,0.02,0.12,Cash,Completed,Cebu,22.58,No,Wrong Item,2,342,SUMMER20,Social Media,Tablet,44.1,WH-03,Team A,703.54
1061,2025-02-13 09:11:19,2025-07-22 13:49:04,Bong,216,Home,Luzon,16,33.68,0.06,0.12,Cash,Pending,Quezon City,6.73,No,Wrong Item,1,67,FLASH50,Direct,Tablet,19.9,WH-02,Team B,567.33
1065,2025-02-01 06:52:00,2025-07-26 17:22:33,Loren,847,Electronics,Mindanao,4,359.22,0.07,0.12,E-Wallet,Completed,Makati,12.24,No,Defective,5,80,WELCOME10,Paid Search,Tablet,27.0,WH-02,Team B,1496.65
1086,2025-02-02 02:29:24,2025-02-07 11:12:00,Sherwin,511,Apparel,Mindanao,4,395.96,0.25,0.12,Bank Transfer,Completed,Makati,12.88,No,,2,133,FLASH50,Direct,Tablet,17.9,WH-02,Team C,1330.43
1090,2025-02-07 19:52:27,2025-12-11 09:34:06,Mark,410,Electronics,Luzon,12,381.59,0.19,0.12,E-Wallet,Pending,Makati,26.82,No,Changed Mind,1,51,SUMMER20,Organic,Desktop,20.8,WH-03,Team A,4154.14
1101,2025-02-24 19:57:34,2025-11-05 20:04:39,Raffy,431,Beauty,NCR,4,29.03,0.26,0.12,Credit Card,Completed,Quezon City,21.59,No,Wrong Item,2,343,FLASH50,Organic,Mobile,26.6,WH-01,Team C,96.24
1110,2025-02-16 05:10:22,2025-08-10 09:29:01,Risa,383,Home,Mindanao,14,273.9,0.29,0.12,Credit Card,Refunded,Manila,15.48,No,Defective,2,160,SUMMER20,Social Media,Desktop,6.4,WH-02,Team B,3049.27
1114,2025-02-17 07:02:16,2025-03-27 00:40:32,Imee,227,Beauty,Visayas,12,135.17,0.01,0.12,Cash,Completed,Makati,12.51,No,Changed Mind,5,180,NONE,Direct,Desktop,34.2,WH-01,Team C,1798.52
1115,2025-02-01 20:13:27,2025-05-12 21:51:08,Raffy,255,Sports,Mindanao,3,135.12,0.07,0.12,Bank Transfer,Completed,Quezon City,46.92,No,Changed Mind,1,246,SUMMER20,Social Media,Desktop,7.1,WH-02,Team C,422.22
1127,2025-02-21 02:46:23,2025-10-21 04:31:09,Francis,334,Apparel,Visayas,4,43.31,0.18,0.12,Cash,Completed,Cebu,38.2,Yes,Changed Mind,3,132,FLASH50,Paid Search,Tablet,1.9,WH-01,Team B,159.1
1142,2025-02-09 08:01:47,2025-08-28 11:12:55,Loren,900,Sports,Mindanao,19,373.1,0.24,0.12,Credit Card,Completed,Manila,19.68,No,Defective,4,39,WELCOME10,Direct,Tablet,22.6,WH-03,Team A,6034.07
1150,2025-02-20 14:11:49,2026-01-16 06:49:48,Loren,237,Home,Visayas,3,55.66,0.13,0.12,Credit Card,Completed,Makati,21.3,No,Changed Mind,1,52,NONE,Direct,Desktop,37.4,WH-02,Team C,162.71
1174,2025-02-11 01:01:44,2025-03-11 15:18:28,Raffy,241,Electronics,Mindanao,18,259.17,0.25,0.12,Credit Card,Refunded,Quezon City,16.75,No,Changed Mind,2,451,FLASH50,Paid Search,Mobile,20.1,WH-02,Team C,3918.65
1180,2025-02-11 09:35:25,2025-05-17 12:18:46,Loren,172,Apparel,Visayas,17,462.3,0.18,0.12,E-Wallet,Cancelled,Manila,16.52,No,,2,339,NONE,Paid Search,Tablet,1.5,WH-01,Team B,7217.8
1182,2025-02-04 02:52:40,2025-09-13 21:18:01,Risa,631,Home,NCR,1,362.63,0.25,0.12,Credit Card,Completed,Manila,42.74,No,,1,18,SUMMER20,Organic,Tablet,16.9,WH-01,Team C,304.61
1192,2025-02-17 21:39:19,2025-07-08 06:56:44,Francis,731,Electronics,Mindanao,1,485.81,0.2,0.12,Cash,Completed,Davao,11.76,No,Changed Mind,5,436,NONE,Organic,Tablet,16.3,WH-02,Team C,435.29
1201,2025-02-22 00:12:21,2025-02-17 05:08:39,Grace,590,Home,Luzon,2,306.66,0.1,0.12,Credit Card,Cancelled,Manila,34.48,No,Changed Mind,3,357,NONE,Social Media,Desktop,7.7,WH-02,Team B,618.23
1209,2025-02-12 23:22:59,2026-02-26 11:28:50,Bong,685,Beauty,NCR,10,87.14,0.17,0.12,E-Wallet,Completed,Makati,14.8,No,Defective,5,172,WELCOME10,Direct,Tablet,30.0,WH-03,Team C,810.05
1224,2025-02-14 21:18:48,2025-12-14 12:16:03,Sherwin,370,Apparel,Visayas,10,352.2,0.21,0.12,E-Wallet,Completed,Makati,45.29,No,Wrong Item,2,231,FLASH50,Direct,Desktop,4.9,WH-02,Team B,3116.27
1247,2025-02-17 14:27:16,2025-09-16 19:52:03,Francis,427,Home,Luzon,19,211.67,0.18,0.12,Credit Card,Completed,Makati,39.93,No,Wrong Item,5,203,SUMMER20,Direct,Desktop,41.2,WH-02,Team A,3693.56
1253,2025-02-18 21:46:03,2025-04-12 01:16:17,Francis,746,Apparel,Mindanao,3,159.21,0.07,0.12,Credit Card,Completed,Davao,36.7,No,,4,469,SUMMER20,Social Media,Tablet,22.3,WH-02,Team A,497.5
1258,2025-02-04 18:18:09,2025-09-19 13:41:28,Francis,923,Electronics,Visayas,13,249.04,0.14,0.12,E-Wallet,Completed,Manila,16.92,No,Defective,1,373,NONE,Direct,Mobile,1.9,WH-02,Team A,3118.38
1259,2025-02-07 07:47:55,2025-09-20 19:33:30,Sherwin,376,Apparel,Mindanao,3,17.23,0.2,0.12,E-Wallet,Pending,Cebu,18.37,No,Changed Mind,1,123,NONE,Social Media,Mobile,44.7,WH-01,Team B,46.31
1271,2025-02-09 19:11:30,2025-01-19 11:51:56,Grace,160,Home,Mindanao,18,247.25,0.04,0.12,Credit Card,Completed,Cebu,34.71,Yes,Changed Mind,2,20,FLASH50,Social Media,Tablet,27.8,WH-01,Team B,4785.18
1345,2025-02-21 18:57:09,2025-10-04 02:11:04,Loren,925,Sports,Visayas,8,356.29,0.01,0.12,Cash,Completed,Cebu,49.29,No,Defective,5,445,FLASH50,Organic,Tablet,16.0,WH-03,Team A,3160.43
1350,2025-02-18 22:50:51,2025-05-12 02:26:08,Grace,200,Beauty,Mindanao,10,21.66,0.1,0.12,Credit Card,Completed,Quezon City,22.47,No,Defective,3,411,WELCOME10,Paid Search,Mobile,26.5,WH-03,Team A,218.33
1352,2025-02-08 06:28:48,2025-09-04 13:17:14,Robinhood,708,Beauty,Mindanao,17,106.69,0.09,0.12,Credit Card,Completed,Makati,27.79,No,,2,24,WELCOME10,Paid Search,Mobile,38.0,WH-03,Team A,1848.55
1378,2025-02-19 04:44:25,2025-02-02 03:21:25,Francis,207,Beauty,Visayas,19,104.87,0.28,0.12,E-Wallet,Completed,Manila,20.09,No,Defective,2,84,NONE,Social Media,Mobile,39.8,WH-02,Team B,1606.78
1388,2025-02-10 14:35:05,2025-04-15 15:40:04,Grace,453,Apparel,Luzon,2,301.25,0.29,0.12,Credit Card,Pending,Quezon City,42.24,Yes,Changed Mind,5,245,WELCOME10,Paid Search,Mobile,26.3,WH-01,Team B,479.11
1414,2025-02-25 13:04:11,2025-10-02 01:38:59,Bong,396,Beauty,NCR,17,225.64,0.01,0.12,Bank Transfer,Completed,Quezon City,36.47,No,Changed Mind,3,268,SUMMER20,Social Media,Desktop,11.8,WH-02,Team C,4253.22
1447,2025-02-28 20:12:48,2025-12-22 09:48:20,Robinhood,366,Sports,NCR,17,490.1,0.3,0.12,E-Wallet,Completed,Davao,48.7,No,Defective,3,475,NONE,Social Media,Tablet,15.0,WH-03,Team C,6532.05
1456,2025-02-28 00:08:55,2025-01-08 00:42:41,Robinhood,584,Sports,Luzon,8,363.0,0.12,0.12,E-Wallet,Completed,Manila,41.67,No,Defective,4,499,FLASH50,Paid Search,Tablet,6.1,WH-02,Team A,2862.18
1464,2025-02-19 00:55:40,2026-03-07 04:27:37,Sherwin,578,Electronics,NCR,8,348.51,0.08,0.12,Bank Transfer,Pending,Davao,24.44,No,Defective,3,75,SUMMER20,Paid Search,Desktop,28.1,WH-03,Team B,2872.84
1466,2025-02-24 13:35:40,2025-11-09 18:00:29,Jinggoy,567,Home,Luzon,16,396.6,0.12,0.12,Bank Transfer,Completed,Cebu,45.64,No,Wrong Item,2,436,FLASH50,Social Media,Mobile,42.9,WH-01,Team C,6254.22
1468,2025-02-26 22:57:26,2025-04-19 09:53:45,Francis,141,Electronics,NCR,11,485.26,0.27,0.12,E-Wallet,Completed,Manila,18.73,No,Defective,4,123,SUMMER20,Direct,Desktop,41.2,WH-01,Team C,4364.23
1470,2025-02-21 14:47:27,2025-04-18 02:49:38,Loren,158,Home,NCR,5,197.17,0.08,0.12,Credit Card,Completed,Quezon City,24.84,No,Changed Mind,5,376,SUMMER20,Direct,Mobile,12.1,WH-01,Team A,1015.82
1486,2025-02-13 17:08:31,2025-03-22 05:16:18,Sherwin,700,Home,Luzon,9,171.59,0.06,0.12,Credit Card,Completed,Manila,12.26,No,Changed Mind,1,168,NONE,Direct,Desktop,18.6,WH-02,Team C,1625.85
