TransactionID,OrderDate,DeliveryDate,CustomerName,ProductID,Category,Region,Quantity,UnitPrice,DiscountPct,TaxRate,PaymentMethod,OrderStatus,ShippingCity,ShippingCost,IsReturned,ReturnReason,FeedbackScore,LoyaltyPoints,PromoCode,SourceChannel,DeviceType,SessionDurationMin,WarehouseID,SalesRep,TotalAmount
331,2025-09-02 10:19:25,2025-01-07 12:06:21,Bong,762,Beauty,NCR,4,205.79,0.12,0.12,E-Wallet,Completed,Quezon City,15.44,No,,3,198,NONE,Social Media,Tablet,43.1,WH-02,Team C,811.31
341,2025-09-25 03:11:09,2025-11-07 01:25:09,Jinggoy,406,Beauty,Luzon,19,157.05,0.21,0.12,Cash,Completed,Davao,35.82,No,Defective,5,133,FLASH50,Paid Search,Mobile,32.4,WH-01,Team B,2640.2
357,2025-09-12 01:48:31,2025-10-05 09:19:12,Francis,158,Sports,Mindanao,5,131.77,0.29,0.12,Credit Card,Cancelled,Cebu,19.21,Yes,Wrong Item,2,335,FLASH50,Direct,Tablet,8.0,WH-01,Team C,523.92
381,2025-09-15 18:50:34,2025-07-17 06:34:03,Raffy,471,Apparel,Mindanao,18,26.22,0.08,0.12,Cash,Completed,Cebu,5.64,No,Changed Mind,3,72,SUMMER20,Paid Search,Tablet,23.1,WH-02,Team A,486.31
390,2025-09-14 02:20:13,2025-05-13 16:28:56,Imee,622,Beauty,Visayas,10,241.6,0.28,0.12,E-Wallet,Completed,Davao,12.51,No,Changed Mind,1,400,SUMMER20,Organic,Tablet,25.8,WH-03,Team A,1948.26
415,2025-09-19 12:46:56,2025-03-23 08:56:06,Imee,156,Apparel,Visayas,4,62.95,0.18,0.12,Bank Transfer,Completed,Cebu,22.67,No,Changed Mind,3,266,WELCOME10,Paid Search,Mobile,42.1,WH-02,Team B,231.25
416,2025-09-27 08:59:47,2025-08-22 20:21:50,Risa,151,Apparel,Luzon,2,271.62,0.18,0.12,Credit Card,Completed,Cebu,5.94,Yes,Wrong Item,4,346,NONE,Social Media,Tablet,37.1,WH-02,Team A,498.91
424,2025-09-10 09:03:44,2025-02-05 01:22:30,Pia,698,Electronics,NCR,11,223.13,0.25,0.12,Credit Card,Completed,Quezon City,48.96,No,Changed Mind,2,456,FLASH50,Paid Search,Mobile,39.8,WH-02,Team C,2061.72
473,2025-09-29 11:38:57,2025-05-02 07:52:52,Sherwin,515,Sports,Visayas,16,315.7,0.21,0.12,Bank Transfer,Pending,Manila,9.11,No,,2,441,NONE,Direct,Desktop,28.1,WH-03,Team C,4469.3
513,2025-09-24 07:05:39,2025-09-05 08:57:49,Pia,616,Apparel,Visayas,9,444.67,0.19,0.12,Credit Card,Completed,Manila,5.69,No,Wrong Item,1,167,NONE,Social Media,Mobile,9.3,WH-03,Team C,3630.64
533,2025-09-17 02:01:08,2025-03-13 14:36:14,Mark,246,Home,NCR,15,190.69,0.02,0.12,Bank Transfer,Refunded,Manila,23.09,No,Changed Mind,2,156,FLASH50,Paid Search,Tablet,43.4,WH-02,Team B,3139.52
547,2025-09-03 20:29:37,2025-11-26 13:58:27,Imee,855,Electronics,Visayas,9,376.02,0.22,0.12,Cash,Pending,Quezon City,18.91,No,Defective,1,12,SUMMER20,Social Media,Desktop,1.0,WH-03,Team C,2956.42
556,2025-09-02 23:05:52,2025-09-24 05:13:58,Robinhood,708,Apparel,Luzon,4,259.29,0.29,0.12,Credit Card,Refunded,Cebu,28.21,No,,1,39,FLASH50,Paid Search,Tablet,42.4,WH-03,Team C,824.75
567,2025-09-12 12:45:59,2025-12-04 20:49:56,Jinggoy,798,Beauty,Luzon,6,324.16,0.09,0.12,Cash,Refunded,Manila,42.8,No,Defective,4,337,WELCOME10,Paid Search,Tablet,7.6,WH-01,Team B,1982.3
579,2025-09-11 20:24:11,2025-04-09 15:11:54,Imee,256,Apparel,Luzon,19,345.4,0.2,0.12,E-Wallet,Completed,Cebu,28.93,No,,5,324,WELCOME10,Direct,Desktop,40.9,WH-01,Team B,5880.09
607,2025-09-03 20:23:01,2026-01-31 12:44:50,Sherwin,494,Electronics,Mindanao,8,143.35,0.18,0.12,E-Wallet,Cancelled,Quezon City,47.79,Yes,,1,11,WELCOME10,Paid Search,Mobile,42.2,WH-02,Team C,1053.22
629,2025-09-14 22:06:00,2025-04-18 01:05:04,Jinggoy,799,Sports,Mindanao,12,250.12,0.24,0.12,Cash,Pending,Manila,13.98,No,Defective,4,286,SUMMER20,Social Media,Mobile,38.1,WH-02,Team A,2554.83
630,2025-09-25 03:50:14,2025-10-29 22:26:17,Jinggoy,621,Apparel,NCR,1,391.82,0.23,0.12,Credit Card,Cancelled,Cebu,7.59,No,Defective,4,327,WELCOME10,Social Media,Desktop,40.7,WH-01,Team C,337.91
636,2025-09-23 22:29:57,2025-02-23 19:39:38,Francis,817,Apparel,Luzon,7,348.05,0.13,0.12,Credit Card,Cancelled,Manila,15.65,No,Changed Mind,4,271,SUMMER20,Social Media,Mobile,9.3,WH-01,Team C,2373.98
642,2025-09-23 06:43:13,2026-01-20 20:44:10,Sherwin,594,Beauty,NCR,10,427.51,0.01,0.12,Bank Transfer,Completed,Davao,39.8,No,Changed Mind,5,255,SUMMER20,Organic,Tablet,28.2,WH-01,Team C,4740.23
646,2025-09-28 12:40:29,2025-07-20 19:51:43,Jinggoy,636,Beauty,Luzon,4,484.87,0.01,0.12,E-Wallet,Completed,Manila,7.92,No,,3,69,FLASH50,Social Media,Mobile,36.9,WH-03,Team B,2150.5
653,2025-09-12 16:21:21,2025-08-27 15:02:23,Mark,110,Electronics,Luzon,12,476.38,0.02,0.12,Credit Card,Refunded,Quezon City,30.23,No,Changed Mind,4,285,NONE,Social Media,Mobile,13.4,WH-02,Team A,6274.5
669,2025-09-08 10:30:56,2025-02-12 11:06:25,Robinhood,357,Beauty,Luzon,2,242.05,0.21,0.12,Cash,Completed,Quezon City,47.79,No,Changed Mind,3,460,FLASH50,Direct,Tablet,19.9,WH-01,Team C,428.33
719,2025-09-17 06:20:22,2025-03-19 23:40:53,Raffy,701,Home,Luzon,5,372.28,0.04,0.12,Bank Transfer,Completed,Cebu,40.27,No,Changed Mind,5,75,WELCOME10,Social Media,Mobile,33.7,WH-01,Team A,2001.38
724,2025-09-02 20:45:02,2026-02-24 17:17:20,Robinhood,916,Apparel,Mindanao,15,10.19,0.01,0.12,Bank Transfer,Cancelled,Davao,5.82,No,,2,28,NONE,Paid Search,Tablet,29.4,WH-03,Team B,169.48
727,2025-09-17 00:52:18,2025-06-29 18:43:34,Sherwin,546,Electronics,Luzon,19,339.85,0.14,0.12,Credit Card,Cancelled,Manila,41.85,No,Defective,4,171,FLASH50,Organic,Tablet,37.5,WH-02,Team C,6219.53
730,2025-09-28 03:10:52,2025-01-18 04:59:56,Risa,920,Electronics,Mindanao,11,407.46,0.05,0.12,Bank Transfer,Completed,Makati,42.82,No,Defective,5,383,NONE,Paid Search,Desktop,8.6,WH-02,Team A,4768.91
732,2025-09-15 10:51:14,2026-02-23 17:22:33,Grace,662,Apparel,Visayas,16,497.85,0.27,0.12,Credit Card,Refunded,Davao,46.13,No,Defective,3,179,FLASH50,Social Media,Tablet,34.5,WH-02,Team A,6512.67
740,2025-09-10 18:34:20,2025-12-31 04:18:01,Mark,516,Apparel,Mindanao,3,242.94,0.3,0.12,Bank Transfer,Completed,Davao,48.78,No,,3,282,NONE,Direct,Mobile,16.1,WH-01,Team B,571.39
743,2025-09-27 19:10:45,2025-08-20 05:10:29,Francis,738,Apparel,Mindanao,11,197.52,0.19,0.12,Bank Transfer,Completed,Manila,35.23,No,,3,205,NONE,Paid Search,Mobile,6.1,WH-03,Team B,1971.09
776,2025-09-30 05:24:39,2025-06-05 10:09:19,Risa,792,Electronics,NCR,18,347.48,0.22,0.12,Cash,Completed,Davao,13.8,No,Changed Mind,3,35,WELCOME10,Direct,Mobile,10.4,WH-02,Team B,5464.05
799,2025-09-13 20:54:38,2025-08-01 02:16:49,Bong,156,Beauty,Visayas,6,289.67,0.01,0.12,Bank Transfer,Cancelled,Davao,29.06,No,,4,70,SUMMER20,Social Media,Desktop,13.3,WH-03,Team A,1927.12
801,2025-09-11 07:47:58,2025-05-09 14:28:40,Loren,853,Home,Visayas,6,27.88,0.29,0.12,E-Wallet,Completed,Davao,23.64,No,Wrong Item,5,182,WELCOME10,Direct,Tablet,14.2,WH-02,Team A,133.02
820,2025-09-10 22:34:20,2025-07-16 18:26:38,Jinggoy,359,Sports,NCR,10,210.68,0.21,0.12,E-Wallet,Pending,Manila,31.8,No,Wrong Item,3,468,SUMMER20,Social Media,Tablet,10.1,WH-01,Team C,1864.1
821,2025-09-04 09:20:42,2025-11-16 08:49:57,Bong,145,Apparel,Visayas,7,257.57,0.22,0.12,Bank Transfer,Pending,Manila,27.1,No,Defective,2,116,FLASH50,Direct,Tablet,2.2,WH-03,Team B,1575.09
822,2025-09-20 03:12:47,2025-03-08 08:56:04,Jinggoy,905,Sports,Visayas,1,179.79,0.16,0.12,Bank Transfer,Completed,Cebu,48.27,No,,4,343,FLASH50,Social Media,Mobile,3.4,WH-03,Team C,169.15
846,2025-09-29 01:16:56,2025-02-18 11:08:42,Risa,151,Apparel,NCR,15,295.25,0.24,0.12,Cash,Pending,Cebu,32.21,No,Changed Mind,2,156,NONE,Direct,Tablet,2.0,WH-02,Team B,3769.75
865,2025-09-09 05:27:23,2026-02-22 00:10:22,Grace,274,Electronics,Mindanao,10,176.07,0.03,0.12,E-Wallet,Completed,Quezon City,15.69,No,,4,257,FLASH50,Paid Search,Mobile,41.9,WH-01,Team C,1912.82
867,2025-09-08 20:31:42,2025-11-08 21:42:07,Sherwin,400,Electronics,NCR,12,90.72,0.17,0.12,Credit Card,Cancelled,Manila,32.33,No,,2,444,FLASH50,Organic,Mobile,28.6,WH-03,Team B,1012.0
868,2025-09-21 07:30:27,2025-10-31 13:08:58,Risa,398,Home,NCR,1,83.19,0.01,0.12,Credit Card,Completed,Davao,27.8,No,Defective,4,377,SUMMER20,Social Media,Desktop,2.2,WH-03,Team C,92.24
887,2025-09-14 12:43:30,2025-08-29 22:12:29,Bong,495,Sports,Luzon,10,180.6,0.11,0.12,E-Wallet,Completed,Davao,33.87,No,Wrong Item,3,247,SUMMER20,Organic,Mobile,3.6,WH-03,Team B,1800.22
889,2025-09-14 10:02:40,2025-04-06 17:19:41,Pia,477,Sports,NCR,11,441.96,0.25,0.12,Cash,Completed,Makati,39.45,No,Defective,1,393,NONE,Social Media,Tablet,32.1,WH-03,Team A,4083.71
896,2025-09-12 07:26:09,2026-01-30 13:28:05,Pia,128,Electronics,Visayas,7,406.38,0.22,0.12,E-Wallet,Refunded,Davao,9.89,No,Changed Mind,5,451,NONE,Direct,Tablet,17.0,WH-01,Team A,2485.09
911,2025-09-19 12:15:51,2025-09-24 08:42:59,Risa,557,Beauty,Mindanao,2,301.55,0.18,0.12,Credit Card,Completed,Cebu,49.97,Yes,Defective,2,242,FLASH50,Direct,Desktop,1.7,WH-03,Team A,553.89
921,2025-09-07 05:08:25,2025-04-19 22:33:53,Grace,794,Apparel,Luzon,2,41.99,0.2,0.12,E-Wallet,Cancelled,Makati,48.42,No,Wrong Item,5,217,NONE,Paid Search,Mobile,20.2,WH-02,Team C,75.25
962,2025-09-27 19:04:25,2025-03-14 14:57:33,Bong,836,Sports,NCR,6,162.5,0.12,0.12,Credit Card,Completed,Manila,27.65,No,Wrong Item,3,370,FLASH50,Direct,Tablet,29.1,WH-01,Team A,960.96
991,2025-09-09 10:28:45,2025-10-02 08:25:44,Pia,757,Beauty,Visayas,4,337.27,0.02,0.12,E-Wallet,Completed,Quezon City,14.59,No,,4,474,WELCOME10,Direct,Desktop,22.1,WH-03,Team A,1480.75
994,2025-09-16 13:00:38,2025-07-13 14:32:56,Risa,363,Electronics,Mindanao,15,155.22,0.07,0.12,E-Wallet,Refunded,Manila,8.29,No,,2,100,SUMMER20,Social Media,Mobile,25.3,WH-01,Team A,2425.16
1033,2025-09-28 14:14:55,2025-06-27 19:17:44,Loren,442,Home,Mindanao,16,476.9,0.02,0.12,Bank Transfer,Cancelled,Quezon City,40.16,No,Wrong Item,1,342,NONE,Direct,Tablet,12.2,WH-03,Team C,8375.13
1050,2025-09-04 23:41:22,2025-10-11 22:24:56,Grace,453,Electronics,NCR,15,153.16,0.2,0.12,Bank Transfer,Completed,Quezon City,17.36,No,Defective,3,154,WELCOME10,Social Media,Desktop,17.1,WH-03,Team B,2058.47
1051,2025-09-24 20:45:48,2025-09-27 06:12:46,Loren,590,Sports,NCR,5,233.81,0.09,0.12,Cash,Completed,Quezon City,20.04,No,Defective,4,239,SUMMER20,Organic,Tablet,36.4,WH-02,Team A,1191.5
1077,2025-09-10 03:00:36,2025-01-26 17:00:32,Raffy,982,Sports,Mindanao,15,223.05,0.24,0.12,Credit Card,Completed,Davao,16.69,No,Changed Mind,5,283,WELCOME10,Social Media,Desktop,14.9,WH-02,Team A,2847.9
1079,2025-09-21 04:31:54,2025-06-29 07:59:13,Loren,787,Sports,Mindanao,6,155.37,0.03,0.12,Cash,Completed,Cebu,15.36,No,Changed Mind,5,401,FLASH50,Direct,Tablet,23.2,WH-01,Team A,1012.76
1130,2025-09-10 06:40:27,2025-10-22 02:07:12,Loren,946,Sports,Luzon,18,305.33,0.05,0.12,Credit Card,Completed,Manila,11.73,No,Defective,3,116,FLASH50,Paid Search,Tablet,13.8,WH-01,Team A,5847.68
1137,2025-09-16 03:38:36,2025-10-09 13:25:09,Sherwin,576,Electronics,NCR,3,414.51,0.26,0.12,Bank Transfer,Completed,Cebu,7.21,No,,1,202,NONE,Paid Search,Tablet,34.1,WH-03,Team B,1030.64
1160,2025-09-04 20:51:31,2025-08-11 17:11:37,Bong,301,Sports,Visayas,8,430.94,0.0,0.12,Bank Transfer,Completed,Cebu,29.5,No,,2,139,NONE,Paid Search,Mobile,18.4,WH-02,Team B,3861.22
1195,2025-09-04 09:21:43,2025-02-13 21:44:03,Mark,113,Beauty,Visayas,13,453.2,0.25,0.12,Cash,Completed,Cebu,16.82,No,,4,377,NONE,Direct,Tablet,28.1,WH-03,Team B,4948.94
1204,2025-09-07 14:37:16,2025-06-09 09:46:03,Bong,391,Beauty,Visayas,7,332.0,0.01,0.12,Credit Card,Pending,Manila,22.0,No,Changed Mind,4,220,SUMMER20,Paid Search,Desktop,22.1,WH-02,Team B,2576.85
1215,2025-09-19 07:22:17,2025-04-20 04:52:50,Bong,973,Beauty,Luzon,4,322.47,0.08,0.12,E-Wallet,Completed,Davao,43.6,No,Changed Mind,5,138,WELCOME10,Organic,Tablet,31.2,WH-01,Team B,1329.09
1227,2025-09-12 22:21:30,2026-02-23 04:05:00,Bong,437,Home,Luzon,7,286.2,0.07,0.12,E-Wallet,Cancelled,Makati,16.7,No,Wrong Item,4,481,FLASH50,Direct,Tablet,44.4,WH-02,Team C,2086.74
1232,2025-09-22 20:48:12,2025-01-24 17:03:31,Francis,190,Beauty,Visayas,8,347.14,0.17,0.12,E-Wallet,Completed,Quezon City,10.44,No,Defective,2,338,SUMMER20,Organic,Mobile,19.0,WH-02,Team B,2581.61
1255,2025-09-11 19:27:19,2025-07-31 18:02:42,Grace,101,Beauty,Visayas,15,267.11,0.02,0.12,Bank Transfer,Completed,Manila,24.82,No,Wrong Item,3,237,SUMMER20,Paid Search,Tablet,8.1,WH-03,Team C,4397.7
1260,2025-09-26 04:15:01,2025-01-19 20:54:54,Grace,551,Beauty,Visayas,15,325.51,0.02,0.12,Bank Transfer,Completed,Cebu,39.21,No,,3,42,WELCOME10,Direct,Mobile,14.8,WH-02,Team A,5359.2
1266,2025-09-16 13:01:46,2025-05-02 22:28:40,Imee,310,Apparel,Mindanao,11,71.77,0.14,0.12,E-Wallet,Cancelled,Cebu,40.32,No,Defective,4,15,WELCOME10,Organic,Tablet,22.7,WH-03,Team A,760.42
1270,2025-09-07 19:23:49,2025-01-23 11:28:05,Robinhood,744,Beauty,Mindanao,4,230.61,0.04,0.12,Bank Transfer,Completed,Manila,13.56,No,Changed Mind,1,149,WELCOME10,Direct,Desktop,21.8,WH-03,Team A,991.81
1287,2025-09-17 12:40:46,2025-03-28 11:25:25,Robinhood,605,Sports,Mindanao,9,144.05,0.02,0.12,E-Wallet,Completed,Makati,23.83,No,,2,120,WELCOME10,Paid Search,Tablet,31.7,WH-02,Team B,1422.98
1356,2025-09-16 20:22:27,2025-10-05 12:41:04,Pia,182,Sports,Visayas,19,327.03,0.16,0.12,Credit Card,Completed,Manila,9.03,Yes,Changed Mind,2,444,WELCOME10,Direct,Mobile,33.5,WH-03,Team C,5845.73
1365,2025-09-24 13:13:38,2026-02-24 23:38:08,Bong,768,Sports,Visayas,11,385.41,0.05,0.12,Cash,Completed,Cebu,18.48,No,Wrong Item,5,56,WELCOME10,Social Media,Desktop,3.0,WH-02,Team B,4510.84
1372,2025-09-13 03:10:41,2025-11-28 03:25:12,Grace,440,Home,Mindanao,11,98.49,0.3,0.12,Credit Card,Completed,Manila,30.85,No,Changed Mind,5,39,NONE,Organic,Desktop,30.4,WH-02,Team B,849.38
1384,2025-09-26 18:47:00,2025-04-09 22:29:39,Mark,991,Sports,Mindanao,2,31.63,0.03,0.12,Credit Card,Cancelled,Manila,20.47,Yes,Wrong Item,1,240,NONE,Organic,Desktop,29.1,WH-03,Team C,68.73
1385,2025-09-10 10:24:06,2025-08-14 01:16:54,Risa,306,Beauty,Visayas,2,220.81,0.04,0.12,Cash,Completed,Davao,22.31,No,Defective,5,296,WELCOME10,Direct,Mobile,12.3,WH-02,Team B,474.83
1404,2025-09-30 03:23:26,2025-08-29 13:05:42,Mark,905,Beauty,Mindanao,15,191.01,0.19,0.12,Bank Transfer,Completed,Quezon City,48.09,No,Changed Mind,4,165,NONE,Direct,Mobile,24.3,WH-01,Team A,2599.26
1416,2025-09-23 16:59:14,2025-10-20 11:16:25,Pia,138,Electronics,Luzon,9,263.38,0.03,0.12,Credit Card,Completed,Cebu,41.64,No,Wrong Item,5,498,WELCOME10,Organic,Desktop,43.5,WH-01,Team A,2575.22
1432,2025-09-08 12:20:30,2025-04-17 03:28:29,Sherwin,599,Home,Visayas,19,357.6,0.29,0.12,Credit Card,Cancelled,Davao,13.71,No,,5,282,NONE,Direct,Mobile,26.5,WH-02,Team B,5402.91
1441,2025-09-08 12:45:58,2025-09-21 16:05:43,Jinggoy,596,Electronics,Mindanao,2,487.4,0.01,0.12,Bank Transfer,Completed,Davao,27.66,No,,3,446,FLASH50,Social Media,Desktop,13.4,WH-01,Team C,1080.86
1498,2025-09-29 06:27:18,2025-01-14 15:31:01,Risa,188,Home,Luzon,18,350.09,0.27,0.12,E-Wallet,Completed,Manila,11.34,No,Wrong Item,3,184,WELCOME10,Direct,Mobile,13.4,WH-01,Team B,5152.2
1530,2025-09-06 06:40:34,2025-09-22 13:09:38,Jinggoy,383,Home,Mindanao,2,315.96,0.22,0.12,E-Wallet,Cancelled,Cebu,24.66,No,Wrong Item,1,70,SUMMER20,Direct,Tablet,31.9,WH-01,Team B,552.05
1539,2025-09-10 11:56:13,2025-01-18 17:03:26,Pia,485,Electronics,Mindanao,19,413.89,0.15,0.12,E-Wallet,Refunded,Makati,27.29,No,Changed Mind,4,165,NONE,Direct,Tablet,18.1,WH-02,Team A,7486.44
1544,2025-09-27 01:23:49,2025-08-08 16:29:58,Bong,849,Beauty,Luzon,3,380.8,0.03,0.12,Credit Card,Completed,Quezon City,20.11,No,Wrong Item,4,387,WELCOME10,Social Media,Desktop,20.5,WH-03,Team A,1241.1
1558,2025-09-09 01:33:08,2025-06-12 06:59:31,Grace,174,Electronics,Mindanao,12,52.28,0.03,0.12,Cash,Pending,Makati,26.53,No,Wrong Item,1,37,NONE,Direct,Desktop,19.9,WH-02,Team A,681.56
1561,2025-09-05 19:41:05,2025-02-24 23:10:51,Grace,868,Home,Mindanao,4,189.45,0.12,0.12,Bank Transfer,Completed,Quezon City,27.33,No,Changed Mind,4,177,SUMMER20,Paid Search,Desktop,9.2,WH-03,Team B,746.89
1565,2025-09-15 03:01:06,2025-03-24 16:15:57,Bong,934,Home,Mindanao,3,363.19,0.23,0.12,E-Wallet,Completed,Davao,31.04,No,Defective,2,133,FLASH50,Social Media,Mobile,17.3,WH-03,Team A,939.65
1610,2025-09-06 01:29:58,2025-01-30 23:49:27,Sherwin,701,Apparel,Luzon,13,88.92,0.21,0.12,Credit Card,Cancelled,Cebu,5.31,No,Defective,3,76,SUMMER20,Direct,Mobile,42.8,WH-02,Team B,1022.79
1616,2025-09-03 14:40:07,2025-02-15 08:34:49,Robinhood,338,Electronics,Mindanao,2,218.07,0.03,0.12,Credit Card,Completed,Manila,37.19,No,Defective,4,183,NONE,Organic,Mobile,13.9,WH-01,Team C,473.82
1645,2025-09-12 01:36:57,2026-01-20 21:33:20,Grace,273,Apparel,Luzon,7,254.18,0.06,0.12,Cash,Pending,Makati,20.2,No,Changed Mind,5,442,WELCOME10,Social Media,Desktop,44.9,WH-03,Team B,1873.2
1648,2025-09-02 12:04:28,2025-01-29 23:43:50,Sherwin,709,Electronics,Mindanao,13,191.66,0.04,0.12,Cash,Completed,Makati,25.22,No,Defective,5,436,FLASH50,Direct,Desktop,21.6,WH-02,Team A,2678.95
1660,2025-09-08 13:55:24,2025-05-30 20:34:00,Pia,886,Sports,Visayas,15,494.01,0.18,0.12,Credit Card,Completed,Davao,12.69,No,,3,171,NONE,Direct,Desktop,42.6,WH-02,Team C,6805.48
1665,2025-09-20 11:27:26,2025-10-27 11:22:36,Loren,992,Home,Mindanao,17,434.49,0.03,0.12,E-Wallet,Completed,Quezon City,18.5,No,,1,478,SUMMER20,Social Media,Desktop,39.7,WH-02,Team C,8024.51
1672,2025-09-14 21:20:49,2025-01-16 02:06:49,Sherwin,267,Sports,Visayas,14,22.01,0.27,0.12,Credit Card,Completed,Cebu,31.7,No,,5,265,SUMMER20,Direct,Tablet,13.3,WH-03,Team C,251.94
1676,2025-09-04 18:43:57,2025-02-25 02:09:41,Imee,846,Electronics,Mindanao,8,36.12,0.24,0.12,Credit Card,Completed,Manila,14.65,Yes,Defective,4,27,SUMMER20,Paid Search,Tablet,1.4,WH-02,Team A,245.96
1700,2025-09-01 20:59:45,2025-10-20 12:29:08,Francis,170,Home,Mindanao,11,246.32,0.29,0.12,Credit Card,Completed,Cebu,16.89,No,Wrong Item,1,173,WELCOME10,Direct,Desktop,4.3,WH-03,Team C,2154.61
1704,2025-09-15 17:28:07,2025-05-29 19:52:31,Sherwin,390,Beauty,Mindanao,1,276.25,0.22,0.12,E-Wallet,Completed,Quezon City,7.28,Yes,Defective,3,497,WELCOME10,Organic,Mobile,28.0,WH-01,Team C,241.33
1713,2025-09-18 16:16:14,2026-02-16 12:53:01,Pia,548,Home,NCR,10,97.03,0.22,0.12,Bank Transfer,Completed,Cebu,20.66,No,Changed Mind,1,261,NONE,Organic,Tablet,33.1,WH-03,Team A,847.65
1719,2025-09-12 01:08:23,2025-01-08 02:22:23,Imee,773,Beauty,Visayas,12,249.41,0.01,0.12,E-Wallet,Completed,Manila,22.15,No,Defective,3,49,SUMMER20,Organic,Tablet,35.4,WH-02,Team C,3318.55
1747,2025-09-25 08:38:50,2025-03-27 14:52:47,Bong,368,Home,Visayas,8,176.18,0.16,0.12,Cash,Completed,Davao,40.78,No,,1,454,NONE,Social Media,Desktop,21.2,WH-01,Team A,1326.0
1748,2025-09-24 04:31:20,2025-10-22 21:48:10,Sherwin,511,Apparel,Mindanao,2,163.78,0.17,0.12,Cash,Pending,Makati,46.2,No,,5,315,WELCOME10,Paid Search,Mobile,43.7,WH-03,Team C,304.5
